ORACLE_TABLE_ID,ORACLE_COL_NAME,ORACLE_COL_DESCRIPTION,ORACLE_DATATYPE
52546.0,GLOBAL_ATTRIBUTE20,Reserved for country-specific functionality,V
52546.0,GLOBAL_ATTRIBUTE3,Reserved for country-specific functionality,V
52546.0,GLOBAL_ATTRIBUTE4,Reserved for country-specific functionality,V
52546.0,GLOBAL_ATTRIBUTE5,Reserved for country-specific functionality,V
52546.0,GLOBAL_ATTRIBUTE6,Reserved for country-specific functionality,V
52546.0,GLOBAL_ATTRIBUTE7,Reserved for country-specific functionality,V
52546.0,GLOBAL_ATTRIBUTE8,Reserved for country-specific functionality,V
52546.0,GLOBAL_ATTRIBUTE9,Reserved for country-specific functionality,V
52546.0,GLOBAL_ATTRIBUTE_CATEGORY,Reserved for country-specific functionality,V
52547.0,GLOBAL_ATTRIBUTE1,Reserved for country-specific functionality,V
52547.0,GLOBAL_ATTRIBUTE10,Reserved for country-specific functionality,V
52547.0,GLOBAL_ATTRIBUTE11,Reserved for country-specific functionality,V
52547.0,GLOBAL_ATTRIBUTE12,Reserved for country-specific functionality,V
52547.0,GLOBAL_ATTRIBUTE13,Reserved for country-specific functionality,V
52547.0,GLOBAL_ATTRIBUTE14,Reserved for country-specific functionality,V
52547.0,GLOBAL_ATTRIBUTE15,Reserved for country-specific functionality,V
52547.0,GLOBAL_ATTRIBUTE16,Reserved for country-specific functionality,V
52547.0,GLOBAL_ATTRIBUTE17,Reserved for country-specific functionality,V
52547.0,GLOBAL_ATTRIBUTE18,Reserved for country-specific functionality,V
52547.0,GLOBAL_ATTRIBUTE19,Reserved for country-specific functionality,V
52547.0,GLOBAL_ATTRIBUTE2,Reserved for country-specific functionality,V
52547.0,GLOBAL_ATTRIBUTE20,Reserved for country-specific functionality,V
52547.0,GLOBAL_ATTRIBUTE3,Reserved for country-specific functionality,V
52547.0,GLOBAL_ATTRIBUTE4,Reserved for country-specific functionality,V
52547.0,GLOBAL_ATTRIBUTE5,Reserved for country-specific functionality,V
52547.0,GLOBAL_ATTRIBUTE6,Reserved for country-specific functionality,V
52547.0,GLOBAL_ATTRIBUTE7,Reserved for country-specific functionality,V
52547.0,GLOBAL_ATTRIBUTE8,Reserved for country-specific functionality,V
52547.0,GLOBAL_ATTRIBUTE_CATEGORY,Reserved for country-specific functionality,V
52547.0,ORG_ID,Organization identifier,N
52559.0,CUSTOMER_NAME_PHONETIC,"Japanese Kana, or phonetic representation of customer name",V
52559.0,GLOBAL_ATTRIBUTE1,Reserved For Globalization Functionality,V
52559.0,GLOBAL_ATTRIBUTE10,Reserved For Globalization Functionality,V
52559.0,GLOBAL_ATTRIBUTE11,Reserved For Globalization Functionality,V
52559.0,GLOBAL_ATTRIBUTE12,Reserved For Globalization Functionality,V
52559.0,GLOBAL_ATTRIBUTE13,Reserved For Globalization Functionality,V
52559.0,GLOBAL_ATTRIBUTE14,Reserved For Globalization Functionality,V
52559.0,GLOBAL_ATTRIBUTE15,Reserved For Globalization Functionality,V
52559.0,GLOBAL_ATTRIBUTE16,Reserved For Globalization Functionality,V
52559.0,GLOBAL_ATTRIBUTE17,Reserved For Globalization Functionality,V
52559.0,GLOBAL_ATTRIBUTE18,Reserved For Globalization Functionality,V
52559.0,GLOBAL_ATTRIBUTE19,Reserved For Globalization Functionality,V
52559.0,GLOBAL_ATTRIBUTE2,Reserved For Globalization Functionality,V
52559.0,GLOBAL_ATTRIBUTE20,Reserved For Globalization Functionality,V
52559.0,GLOBAL_ATTRIBUTE3,Reserved For Globalization Functionality,V
52559.0,GLOBAL_ATTRIBUTE4,Reserved For Globalization Functionality,V
52559.0,GLOBAL_ATTRIBUTE5,Reserved For Globalization Functionality,V
52559.0,GLOBAL_ATTRIBUTE6,Reserved For Globalization Functionality,V
52559.0,GLOBAL_ATTRIBUTE7,Reserved For Globalization Functionality,V
52559.0,GLOBAL_ATTRIBUTE8,Reserved For Globalization Functionality,V
52559.0,GLOBAL_ATTRIBUTE9,Reserved For Globalization Functionality,V
52559.0,TAX_HEADER_LEVEL_FLAG,Tax calculation level (Y means Header; N means Line),V
52559.0,TAX_ROUNDING_RULE,Tax amount rounding rule,V
52559.0,URL,Uniform Resource Locator (Customers Home Page Address on World Wide Web),V
69775.0,EDI_PROCESSED_FLAG,This flag is used by e-Commerce Gateway to identify documents that have been sent via EDI.  This flag is updated to Y by the e-Commerce Gateway extraction routines.,V
51855.0,RESOURCE_ACCOUNT,General Ledger account to accumulate resource charges for a job or schedule,N
51855.0,RESOURCE_VARIANCE_ACCOUNT,General Ledger account to accumulate resource variance charges for a job or schedule,N
51855.0,STD_COST_ADJUSTMENT_ACCOUNT,General Ledger account to accumulate standard cost adjustment charges for a standard discrete job,N
52593.0,GLOBAL_ATTRIBUTE12,Reserved For Globalization Functionality,V
51855.0,GLOBAL_ATTRIBUTE9,Reserved for country specific functionality,V
69812.0,ATTRIBUTE8,Descriptive flexfield segment,V
69812.0,ATTRIBUTE9,Descriptive flexfield segment,V
69812.0,ATTRIBUTE_CATEGORY,Descriptive flexfield structure definition column.,V
55164.0,APP_SOURCE_VERSION,Column to ensure R10 to 10sc compatability,V
55165.0,APP_SOURCE_VERSION,Column to ensure R10 to 10sc compatability,V
57667.0,APP_SOURCE_VERSION,Column to ensure R10 to 10sc compatability,V
57667.0,MEDIA_ID,Media identifier,N
57667.0,SHORT_TEXT,Short text,V
50218.0,ADDRESS_LINE1,First address line of payment,V
50218.0,ADDRESS_LINE2,Second address line of payment,V
89258.0,BASIS_TYPE,Basis type identifier,N
89258.0,COMMON_COMPONENT_SEQUENCE_ID,Common Component Sequence Id,N
89258.0,COMPONENT_MINOR_REVISION_ID,Component Minor Revision Id,N
89258.0,FROM_END_ITEM_MINOR_REV_ID,From End Item Minor Rev Id,N
89258.0,FROM_MINOR_REVISION_ID,From Minor Revision Id,N
53555.0,ORG_INFORMATION_CONTEXT,Developer descriptive flexfield column.,V
53555.0,ORG_INFORMATION_ID,Developer descriptive flexfield column.,N
53555.0,PROGRAM_APPLICATION_ID,Standard Who column.,N
53555.0,PROGRAM_ID,Standard Who column.,N
53555.0,PROGRAM_UPDATE_DATE,Standard Who column.,D
53555.0,REQUEST_ID,Standard Who column.,N
67692.0,ATTRIBUTE1,Descriptive flexfield column.,V
67692.0,ATTRIBUTE10,Descriptive flexfield column.,V
67692.0,ATTRIBUTE11,Descriptive flexfield column.,V
67692.0,ATTRIBUTE12,Descriptive flexfield column.,V
67692.0,ATTRIBUTE13,Descriptive flexfield column.,V
67692.0,ATTRIBUTE14,Descriptive flexfield column.,V
67692.0,ATTRIBUTE15,Descriptive flexfield column.,V
67692.0,ATTRIBUTE16,Descriptive flexfield column.,V
67692.0,ATTRIBUTE17,Descriptive flexfield column.,V
67692.0,ATTRIBUTE18,Descriptive flexfield column.,V
67692.0,ATTRIBUTE19,Descriptive flexfield column.,V
67692.0,ATTRIBUTE2,Descriptive flexfield column.,V
67692.0,ATTRIBUTE20,Descriptive flexfield column.,V
67692.0,ATTRIBUTE3,Descriptive flexfield column.,V
67692.0,ATTRIBUTE4,Descriptive flexfield column.,V
67692.0,ATTRIBUTE5,Descriptive flexfield column.,V
67692.0,ATTRIBUTE6,Descriptive flexfield column.,V
67692.0,ATTRIBUTE7,Descriptive flexfield column.,V
67692.0,ATTRIBUTE8,Descriptive flexfield column.,V
67692.0,ATTRIBUTE9,Descriptive flexfield column.,V
67692.0,ATTRIBUTE_CATEGORY,Descriptive flexfield structure defining column.,V
67692.0,BUSINESS_GROUP_ID,Foreign key to HR_ORGANIZATION_UNITS.,N
67692.0,COMMENTS,General remark.,L
67692.0,COST_ALLOCATION_KEYFLEX_ID,Foreign key to PAY_COST_ALLOCATION_KEYFLEX.,N
67692.0,CREATED_BY,Standard Who column.,N
67692.0,CREATION_DATE,Standard Who column.,D
67692.0,DATE_FROM,Start date of the organization.,D
67692.0,DATE_TO,End date of the organization.,D
67692.0,INTERNAL_ADDRESS_LINE,Internal address line.,V
67692.0,INTERNAL_EXTERNAL_FLAG,Identifies whether the organization is treated as an employment unit within the business group.,V
67692.0,LAST_UPDATED_BY,Standard Who column.,N
67692.0,LAST_UPDATE_DATE,Standard Who column.,D
67692.0,LAST_UPDATE_LOGIN,Standard Who column.,N
67692.0,LOCATION_ID,Foreign key to HR_LOCATIONS.  Default work site location for all assignments to this organization.,N
67692.0,NAME,Name of the organization.,V
67692.0,ORGANIZATION_ID,System-generated primary key column.,N
67692.0,PROGRAM_APPLICATION_ID,Standard Who column.,N
67692.0,PROGRAM_ID,Standard Who column.,N
67692.0,PROGRAM_UPDATE_DATE,Standard Who column.,D
67692.0,REQUEST_ID,Standard Who column.,N
67692.0,SOFT_CODING_KEYFLEX_ID,Column obsolete,N
67692.0,TYPE,"User-defined organization types, for example Region, Division, Department.",V
50218.0,BANK_CHARGE_BEARER,Bearer of bank charge cost. Bank charge bearers are defined as the lookup IBY_BANK_CHARGE_BEARER.,V
50218.0,CE_BANK_ACCT_USE_ID,"This is the Bank account identifier assigned by cash management to uniquely identify the bank accounts usage by various functions like Payables, Receivables etc.",N
50218.0,COMPLETED_PMTS_GROUP_ID,This is the unique identifier assigned to the completed payments. This is maintained by Oracle Payments.,N
50218.0,LEGAL_ENTITY_ID,Legal entity identifier,N
50218.0,PARTY_ID,This is the party identifier maintained for the supplier. This is maintained by Trading Community Architecture.,N
50218.0,PARTY_SITE_ID,This is the party site identifier maintained for the supplier. This is maintained by Trading Community Architecture.,N
50218.0,PAYMENT_DOCUMENT_ID,Payment document identifier,N
50218.0,PAYMENT_ID,This is the unique identifier assigned to the payments in Oracle Payments.,N
50218.0,PAYMENT_INSTRUCTION_ID,This is the unique identifier assigned to the payment instructions in Oracle Payments.,N
50218.0,PAYMENT_METHOD_CODE,This is the unique identifier assigned to the payment method selected for payment.,V
50218.0,PAYMENT_PROFILE_ID,This is the Unique identifier assigned to the Payment Process Profile. This is maintained by Oracle Payments.,N
50218.0,SETTLEMENT_PRIORITY,The priority with which the financial institution or payment system should settle payment for this document. The available values for this column come from the FND lookup IBY_SETTLEMENT_PRIORITY',V
50703.0,CLASSIFICATION_ID,Change classification internal id,N
50703.0,EXPIRATION_DATE,Expiration date,D
50703.0,PLM_OR_ERP_CHANGE,Indicates if the engineering change order has come from PLM pages or ERP forms,V
50703.0,PROMOTE_STATUS_CODE,Promote status code,N
50703.0,RESOLUTION,Resolution,V
69780.0,APPROVED_DATE,Date when Requisition is submitted for approval,D
55164.0,MEDIA_ID,Identifier of the sub-table in which the document is stored,N
55164.0,URL,url for web page,V
50218.0,VOID_CHECK_ID,Voided check unique identifier,N
50218.0,VOID_CHECK_NUMBER,Voided check number,N
78670.0,GLOBAL_ATTRIBUTE6,Not currently used,V
78670.0,GLOBAL_ATTRIBUTE7,Not currently used,V
78670.0,GLOBAL_ATTRIBUTE8,Not currently used,V
57856.0,BURDEN_COST_RATE,The burden cost rate in transaction currency,N
57856.0,BURDEN_COST_RATE_OVERRIDE,The burden cost rate override in transaction currency,N
57856.0,PC_CUR_CONV_REJECTION_CODE,Indicates the rejection code while trying to convert the transaction currency into project currency.,V
57856.0,PFC_CUR_CONV_REJECTION_CODE,Indicates the rejection code while trying to convert the transaction currency into project functional currency.,V
57858.0,EST_EQUIPMENT_QUANTITY,Stores the estimated quantity of equipment resources. Applicable only if the version is in the context of a change document,N
57858.0,ETC_START_DATE,This column stores the Estimate To Complete start date.,D
89733.0,ACCT_RULE_ID,Accounting Rule Id,N
89733.0,BILLING_PROFILE_ID,Billing Profile Id,N
89733.0,CC_AUTH_CODE,Credit Card Authorization Code,V
89733.0,CC_BANK_ACCT_ID,Bank Account Id,N
89733.0,CC_EXPIRY_DATE,Credit Card Expiry Date,D
89733.0,CC_NO,Credit Card Number,V
89733.0,CHR_ID,Foreign key to OKC_K_HEADERS_B.ID,N
89733.0,COMMIT_NUMBER,Commitment Number,N
89733.0,ELECTRONIC_RENEWAL_FLAG,Electronic Renewal Flag,V
89733.0,EST_REV_DATE,Estimated Revenue Duration,D
89733.0,EST_REV_PERCENT,Estimated Revenue Percent,N
89733.0,GRACE_DURATION,Grace Duration,N
89733.0,GRACE_PERIOD,Grace Period,V
89733.0,ID,Primary Identifier,N
89733.0,PAYMENT_TYPE,Payment Type,V
89733.0,QUOTE_TO_CONTACT_ID,Quote To Contract Id,N
89733.0,QUOTE_TO_EMAIL_ID,Quote To E-Mail Id,N
89733.0,QUOTE_TO_FAX_ID,Quote To Fax Id,N
89733.0,QUOTE_TO_PHONE_ID,Quote To Phone Id,N
89733.0,QUOTE_TO_SITE_ID,Quote To Site Id,N
89733.0,RENEWAL_GRACE_DURATION,Renewal Grace Duration,N
89733.0,RENEWAL_GRACE_PERIOD,Renewal Grace Period,V
89733.0,RENEWAL_MARKUP_PERCENT,Renewal Markup Percent,N
89733.0,RENEWAL_PO_NUMBER,Renewal PO Number,V
89733.0,RENEWAL_PO_REQUIRED,Renewal PO Required Flag,V
89733.0,RENEWAL_PRICE_LIST,Renewal Price List,N
89733.0,RENEWAL_PRICING_TYPE,Renewal Pricing Type,V
89733.0,RENEWAL_STATUS,Renewal Status,V
89733.0,TAX_AMOUNT,Tax Amount,N
89733.0,TAX_CODE,Tax Code,N
89733.0,TAX_EXEMPTION_ID,Tax Exemption Id,N
89733.0,TAX_STATUS,Tax Status,V
113670.0,COMMITMENT_BUDGET_FLAG,Commitment Budget Flag,V
57856.0,BURDEN_REJECTION_CODE,This column applies to generation of project forecasts. It stores the message code that is applicable whenever an error is encountered during calculation of burdened cost amounts.,V
57856.0,COST_REJECTION_CODE,This column applies to generation of project forecasts. It stores the message code that is applicable whenever an error is encountered during calculation of cost amounts.,V
57856.0,OTHER_REJECTION_CODE,This column applies to generation of project forecasts. It stores the message code that is applicable whenever an unexpected error is encountered.,V
57856.0,PROJFUNC_COST_RATE_TYPE,The project functional cost rate type,V
57856.0,REVENUE_REJECTION_CODE,This column applies to generation of project forecasts. It stores the message code that is applicable whenever an error is encountered during calculation of revenue amounts.,V
57858.0,PLAN_RUN_DATE,This column applies to Project Forecasting. Indicates the date on which a forecast plan was generated.,D
53977.0,EMP_BILL_RATE_SCHEDULE_ID,Stores the Employee based Cost Rate Schedule ID for the project type,N
53977.0,JOB_BILL_RATE_SCHEDULE_ID,Stores the Job based Cost Rate Schedule ID for the project type,N
53977.0,ADMINISTRATIVE_FLAG,This column indicates the Administrative type of projects.,V
53977.0,BILL_JOB_GROUP_ID,Determines which Job Group will be used for Billing functionality.,N
53977.0,COST_JOB_GROUP_ID,Determines which Job Group will be used for Costing functionality.,N
52559.0,ACCESS_TEMPLATE_ENTITY_CODE,This column is for the Access Control feature.  It tracks which template attribute to use to automatically create new access control templates for a given customer.,V
52559.0,ANALYSIS_FY,"Fiscal Year upon which financial information is based (net worth, number of employees, potential revenue)",V
52559.0,ATTRIBUTE1,Descriptive Flexfield Segment column,V
52559.0,ATTRIBUTE10,Descriptive Flexfield Segment column,V
52559.0,ATTRIBUTE11,Descriptive Flexfield Segment column,V
52559.0,ATTRIBUTE12,Descriptive Flexfield Segment column,V
52559.0,ATTRIBUTE13,Descriptive Flexfield Segment column,V
52559.0,ATTRIBUTE14,Descriptive Flexfield Segment column,V
52559.0,ATTRIBUTE15,Descriptive Flexfield Segment column,V
52559.0,ATTRIBUTE2,Descriptive Flexfield Segment column,V
52559.0,ATTRIBUTE3,Descriptive Flexfield Segment column,V
52559.0,ATTRIBUTE4,Descriptive Flexfield Segment column,V
52559.0,ATTRIBUTE5,Descriptive Flexfield Segment column,V
52559.0,ATTRIBUTE6,Descriptive Flexfield Segment column,V
52559.0,ATTRIBUTE7,Descriptive Flexfield Segment column,V
52559.0,ATTRIBUTE8,Descriptive Flexfield Segment column,V
52559.0,ATTRIBUTE9,Descriptive Flexfield Segment column,V
52559.0,ATTRIBUTE_CATEGORY,Descriptive Flexfield Structure Defining column,V
52559.0,COMPETITOR_FLAG,Indicates whether organization is a competitor (null means No),V
52559.0,COTERMINATE_DAY_MONTH,Values for this column will take the form DD-MON. Identifies the date on which services ordered by the customer will end.,V
52559.0,CREATED_BY,Standard Who column,N
52559.0,CREATION_DATE,Standard Who column,D
52559.0,CUSTOMER_CATEGORY_CODE,User-definable category (lookup type =  CUSTOMER_CATEGORY),V
52559.0,CUSTOMER_CLASS_CODE,Customer class identifier,V
52559.0,CUSTOMER_GROUP_CODE,No longer used,V
52559.0,CUSTOMER_ID,Customer identifier,N
84282.0,UPDATEABLE_FLAG,Flag indicating if the status can be updated.,V
51921.0,EST_ABSORPTION_ACCOUNT,Estimated scrap absorption account,N
53555.0,ATTRIBUTE1,Descriptive flexfield column.,V
53555.0,ATTRIBUTE10,Descriptive flexfield column.,V
53555.0,ATTRIBUTE11,Descriptive flexfield column.,V
53555.0,ATTRIBUTE12,Descriptive flexfield column.,V
53555.0,ATTRIBUTE13,Descriptive flexfield column.,V
53555.0,ATTRIBUTE14,Descriptive flexfield column.,V
53555.0,ATTRIBUTE15,Descriptive flexfield column.,V
53555.0,ATTRIBUTE16,Descriptive flexfield column.,V
53555.0,ATTRIBUTE17,Descriptive flexfield column.,V
53555.0,ATTRIBUTE18,Descriptive flexfield column.,V
53555.0,ATTRIBUTE19,Descriptive flexfield column.,V
53555.0,ATTRIBUTE2,Descriptive flexfield column.,V
53555.0,ATTRIBUTE20,Descriptive flexfield column.,V
53555.0,ATTRIBUTE3,Descriptive flexfield column.,V
53555.0,ATTRIBUTE4,Descriptive flexfield column.,V
