SAP_TABLE_NAME,SAP_COL_NAME,ROLLNAME,SAP_DATATYPE,SAP_COL_DESCRIPTION
KNB4,MON14,KMONA_FI,NUMC,Calendar Month
KNB4,MON15,KMONA_FI,NUMC,Calendar Month
KNB4,MON16,KMONA_FI,NUMC,Calendar Month
KNB4,VZN01,VZNXX,DEC,Average arrears with payments without cash discount taken
KNB4,VZN02,VZNXX,DEC,Average arrears with payments without cash discount taken
KNB4,VZN03,VZNXX,DEC,Average arrears with payments without cash discount taken
KNB4,VZN04,VZNXX,DEC,Average arrears with payments without cash discount taken
KNB4,VZN05,VZNXX,DEC,Average arrears with payments without cash discount taken
KNB4,VZN06,VZNXX,DEC,Average arrears with payments without cash discount taken
KNB4,VZN07,VZNXX,DEC,Average arrears with payments without cash discount taken
KNB4,VZN08,VZNXX,DEC,Average arrears with payments without cash discount taken
KNB4,VZN09,VZNXX,DEC,Average arrears with payments without cash discount taken
KNB4,VZN10,VZNXX,DEC,Average arrears with payments without cash discount taken
KNB4,VZN11,VZNXX,DEC,Average arrears with payments without cash discount taken
KNB4,VZN12,VZNXX,DEC,Average arrears with payments without cash discount taken
KNB4,VZN13,VZNXX,DEC,Average arrears with payments without cash discount taken
KNB4,VZN14,VZNXX,DEC,Average arrears with payments without cash discount taken
KNB4,VZN15,VZNXX,DEC,Average arrears with payments without cash discount taken
KNB4,VZN16,VZNXX,DEC,Average arrears with payments without cash discount taken
KNB4,VZS01,VZSXX,DEC,Average arrears with cash discount payments
KNB4,VZS02,VZSXX,DEC,Average arrears with cash discount payments
KNB4,VZS03,VZSXX,DEC,Average arrears with cash discount payments
KNB4,VZS04,VZSXX,DEC,Average arrears with cash discount payments
KNB4,VZS05,VZSXX,DEC,Average arrears with cash discount payments
KNB4,VZS06,VZSXX,DEC,Average arrears with cash discount payments
KNB4,VZS07,VZSXX,DEC,Average arrears with cash discount payments
KNB4,VZS08,VZSXX,DEC,Average arrears with cash discount payments
KNB4,VZS09,VZSXX,DEC,Average arrears with cash discount payments
KNB4,VZS10,VZSXX,DEC,Average arrears with cash discount payments
KNB4,VZS11,VZSXX,DEC,Average arrears with cash discount payments
KNB4,VZS12,VZSXX,DEC,Average arrears with cash discount payments
KNB4,VZS13,VZSXX,DEC,Average arrears with cash discount payments
KNB4,VZS14,VZSXX,DEC,Average arrears with cash discount payments
KNB4,VZS15,VZSXX,DEC,Average arrears with cash discount payments
KNB4,VZS16,VZSXX,DEC,Average arrears with cash discount payments
KNB5,BUKRS,BUKRS,CHAR,Company Code
KNB5,BUSAB,BUSAB_MA,CHAR,Dunning clerk
KNB5,GMVDT,GMVDT,DATS,Date of the legal dunning proceedings
KNB5,KNRMA,KNRMA,CHAR,Account number of the dunning recipient
KNB5,KUNNR,KUNNR,CHAR,Customer Number 1
KNB5,MABER,MABER,CHAR,Dunning Area
KNB5,MADAT,MADAT,DATS,Last dunned on
KNB5,MAHNA,MAHNA,CHAR,Dunning Procedure
KNB5,MAHNS,MAHNS_D,NUMC,Dunning level
KNB5,MANDT,MANDT,CLNT,Client
KNB5,MANSP,MANSP,CHAR,Dunning block
KNKA,DLAUS,DLAUS,DATS,Date of the last general information
KNKA,KLIME,KLIME,CURR,Credit limit: Limit for individual control area
KNKA,KLIMG,KLIMG,CURR,Credit limit: Total limit across all control areas
KNKA,KUNNR,KUNNR,CHAR,Customer Number 1
KNKA,MANDT,MANDT,CLNT,Client
KNKA,WAERS,WAERS,CUKY,Currency Key
KNKK,ABSBT,ABSBT_SUM,CURR,Total Secured Receivables
KNKK,AEDAT,AEDAT_CM,DATS,Date of Last Change
KNKK,AENAM,AENAM_CM,CHAR,Last changed by
KNKK,AETXT,AETXT_CM,DATS,Date of Last Text Change
KNKK,CASHA,CASHA,CURR,Amount of Last Payment
KNKK,CASHC,CASHC,CUKY,Currency of Last Payment
KNKK,CASHD,CASHD,DATS,Date of Last Payment
KNKK,CRBLB,CRBLB_CM,CHAR,Indicator: Blocked by credit management ?
KNKK,CTLPC,CTLPC_CM,CHAR,Credit management: Risk category
KNKK,DBEKR,DBEKR_CM,CURR,Recommended credit limit
KNKK,DBMON,DBMON_CM,DATS,Date Monitoring
KNKK,DBPAY,DBPAY_CM,CHAR,Payment Index
KNKK,DBRAT,DBRAT_CM,CHAR,do not use - replaced by DBRTG_CM
KNKK,DBRTG,DBRTG_CM,CHAR,Rating
KNKK,DBWAE,DBWAE_CM,CUKY,Currency of recommended credit limit
KNKK,DTREV,DTREV_CM,DATS,Last internal review
KNKK,ERDAT,ERDAT_RF,DATS,Date on which the Record Was Created
KNKK,ERNAM,ERNAM_RF,CHAR,Name of Person who Created the Object
KNKK,GRUPP,GRUPP_CM,CHAR,Customer Credit Group
KNKK,KDGRP,KDGRP_CM,CHAR,Customer Group
KNKK,KKBER,KKBER,CHAR,Credit control area
KNKK,KLIMK,KLIMK,CURR,Customer's credit limit
KNKK,KNKLI,KNKLI,CHAR,Customer's account number with credit limit reference
KNKK,KRAUS,KRAUS_CM,CHAR,Credit information number
KNKK,KUNNR,KUNNR,CHAR,Customer Number 1
KNKK,MANDT,MANDT,CLNT,Client
KNKK,NXTRV,NXTRV_CM,DATS,Next internal review
KNKK,PAYDB,PAYDB_CM,NUMC,do not use - replaced by DBPAY_CM
KNKK,REVDB,REVDB_CM,DATS,Last review (external)
KNKK,SAUFT,SAUFT,CURR,Total of the sales values for the credit limit check
KNKK,SBDAT,SBDAT_CM,DATS,Reference Date
KNKK,SBGRP,SBGRP_CM,CHAR,Credit representative group for credit management
KNKK,SKFOR,SKFOR,CURR,Total receivables (for credit limit check)
KNKK,SSOBL,SSOBL,CURR,Relevant special liabilities for credit limit check
KNKK,UEDAT,UEDAT,DATS,Date on which the credit limit was exceeded
KNKK,XCHNG,XCHNG_KNKK,CHAR,Indicator: credit limit must be recreated
TDWST,CVLANG,CVLANG,LANG,Language
TDWST,DOKST,DOKST,CHAR,Document Status
TDWST,DOSTX,DOSTX,CHAR,Description of document status
TDWST,MANDT,MANDT,CLNT,Client
TDWST,STABK,STABK,CHAR,Status of a document (language-dependent)
